Object ID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,Population Less Than 18 Years,Population Less Than 18 Years - Margin of Error,Percent of Population that is Less Than 18 Years,Percent of Population that is Less Than 18 Years - Margin of Error,Population 65 Years and Over,Population 65 Years and Over - Margin of Error,Percent of Population that is 65 Years and Over,Percent of Population that is 65 Years and Over - Margin of Error,Population in Dependent Age Groups (under 18 and 65+),Population in Dependent Age Groups (under 18 and 65+) - Margin of Error,Percent of Population in Dependent Age Groups (under 18 and 65+),Percent of Population in Dependent Age Groups (under 18 and 65+) - Margin of Error,Median Age of Total Population,Median Age of Total Population - Margin of Error,"White Alone, Not Hispanic or Latino Population","White Alone, Not Hispanic or Latino Population - Margin of Error","Black or African American Alone, Not Hispanic or Latino Population","Black or African American Alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native Alone, Not Hispanic or Latino Population","American Indian and Alaska Native Alone, Not Hispanic or Latino Population - Margin of Error","Asian Alone, Not Hispanic or Latino Population","Asian Alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race Alone, Not Hispanic or Latino Population","Some Other Race Alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White Alone, Not Hispanic or Latino","Percent of Population that is White Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Black or African American Alone, Not Hispanic or Latino","Percent of Population that is Black or African American Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Asian Alone, Not Hispanic or Latino","Percent of Population that is Asian Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is 2 or More Races, Not Hispanic or Latino","Percent of Population that is 2 or More Races, Not Hispanic or Latino - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Foreign-Born Population,Foreign-Born Population - Margin of Error,Percent of Population that is Foreign Born,Percent of Population that is Foreign Born - Margin of Error,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,Total Housing Units,Total Housing Units - Margin of Error,Occupied Housing Units,Occupied Housing Units - Margin of Error,Vacant Housing Units,Vacant Housing Units - Margin of Error,Total Occupied Housing Units,Total Occupied Housing Units - Margin of Error,Owner-Occupied Housing Units,Owner-Occupied Housing Units - Margin of Error,Renter-Occupied Housing Units,Renter-Occupied Housing Units - Margin of Error,Homeownership Rate: Percent of Occupied Housing Units that are Owner-Occupied,Homeownership Rate: Percent of Occupied Housing Units that are Owner-Occupied - Margin of Error,Median Contract Rent (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent),Median Contract Rent (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent) - Margin of Error,Median Home Value (for Owner-Occupied Housing Units),Median Home Value (for Owner-Occupied Housing Units) - Margin of Error,Shape Area,Shape Length,Predominant Race,Predominant Race Color,Percent People of Color,Population per Gross Land Acre,Gross Land Acres,Housing Units per Gross Land Acre,Percent Occupied Housing Units,Percent of Occupied Housing who are Renters,Households per Gross Land Acre,x,y
71185,53033011402,1186191,0,Census Tract 114.02,Washington,King County,4318,573,846,269,19.6,5.66127503939467,364,109,8.4,2.26292238178964,1210,290,28,5.59266868110385,34.8,3.1,1602,331,282,254,22,34,719,347,44,44,7,10,690,226,952,325,37.1,5.87561234945037,6.5,5.81816226905586,0.5,0.784493534032668,16.7,7.7263779084418,1,1.00997853282865,0.2,0.230587391366113,16,4.78510539573707,22,6.93473987806526,1138,275,26.4,5.32251510351267,77656,14175,2031,161,1918,184,113,77,1918,184,946,166,972,197,49.3,7.24692932021816,1175,97,484200,28041,2599426.5546875,7814.39046593015,White (Non-Hispanic),719ed9,62.899490504863365,14.731460643288369,293.1141795479238,6.929040427632857,94.43623830625307,50.67778936392075,6.543525130575982,,
71186,53033011500,1538373,0,Census Tract 115,Washington,King County,4334,450,775,163,17.9,3.27071380855867,540,110,12.5,2.18361729624618,1315,197,30.3,3.27664106136826,42.2,2.1,2992,331,111,68,0,13,321,127,0,13,38,47,423,150,449,269,69,2.63596779693801,2.6,1.54628977670558,0,0.299953853253346,7.4,2.82760826954884,0,0.299953853253346,0.9,1.08062060903917,9.8,3.30932176599367,10.4,6.11281546758137,458,193,10.6,4.3158679078829,99719,18840,2113,216,1979,247,134,98,1979,247,1436,210,543,168,72.6,5.53012313092002,1588,406,603600,25731,3372425.2421875,8979.60478069074,White (Non-Hispanic),719ed9,30.96446700507614,11.401055358278695,380.1402470037947,5.558474843572423,93.65830572645528,27.438100050530572,5.205973362721167,,
71188,53033011700,3515808,0,Census Tract 117,Washington,King County,5557,849,939,296,16.9,4.65919103571116,1061,243,19.1,3.25773126753931,2000,383,36,4.15539000619632,45.4,6.7,856,335,1051,244,45,50,2873,773,0,18,26,38,177,94,529,261,15.4,5.55007953565573,18.9,3.30607942960831,0.8,0.891219591973877,51.7,11.4502104079561,0,0.323915781896707,0.5,0.680075767750165,3.2,1.6200511516376,9.5,4.46592260617968,2074,429,37.3,5.20425035682325,82697,7704,1740,178,1595,186,145,85,1595,186,1055,169,540,172,66.1,7.26436086850214,1646,191,553700,34604,7704443.40625,13329.3247046914,Asian,14915a,84.59600503868994,6.396362127646441,868.775077005328,2.002819885208711,91.66666666666666,33.85579937304075,1.835918228107985,,
71191,53033012000,1437048,0,Census Tract 120,Washington,King County,3317,455,676,199,20.4,5.30826423943385,453,112,13.7,2.80920286574768,1129,228,34,5.04468844633984,41.8,3.1,2720,390,59,73,0,13,41,28,0,13,46,73,146,88,305,158,82,3.42282876224293,1.8,2.18721701570063,0,0.391920410009044,1.2,0.826932871095476,0,0.391920410009044,1.4,2.19254696221912,4.4,2.58338270498324,9.2,4.59331251602193,199,73,6,2.04112776684337,114159,18353,1555,166,1499,165,56,54,1499,165,1175,155,324,115,78.4,5.69868615752471,1780,252,582700,30372,3148242.15625,7545.59045764938,White (Non-Hispanic),719ed9,17.99819113656919,9.340970345528158,355.1022942266337,4.379019863520134,96.39871382636656,21.61440960640427,4.221318826634521,,
71192,53033012100,1739952,1380849,Census Tract 121,Washington,King County,2777,329,601,147,21.6,4.63107327591666,608,138,21.9,4.23871498693041,1209,202,43.5,5.12913068730356,48,4.4,2163,311,11,14,2,6,154,85,0,13,0,13,139,83,308,144,77.9,6.34565792781096,0.4,0.501952211954188,0.1,0.215891953315718,5.5,2.9895146484791,0,0.468131076701476,0,0.468131076701476,5,2.92941802860896,11.1,5.01620571146869,251,124,9,4.33495065527509,167813,31563,1275,136,1162,138,113,68,1162,138,1026,132,136,57,88.3,4.36863259978068,1495,292,862100,83859,3810953.8125,11501.6795833181,White (Non-Hispanic),719ed9,22.11019085343896,6.458867994636972,429.95150269456536,2.9654507357443785,91.13725490196079,11.703958691910499,2.7026303960274256,,
95484,53033000101,414848,0,Census Tract 1.01,Washington,King County,3502,563,596,263,17,6.9938617225951,363,161,10.4,4.28472920958577,959,308,27.4,7.61380203251443,31.2,1.2,1441,548,533,302,28,40,790,312,0,13,0,13,446,345,264,194,41.1,14.1811814079253,15.2,8.26923609394106,0.8,1.13494880963306,22.6,8.1376476156985,0,0.371216447744146,0,0.371216447744146,12.7,9.6364054632488,7.5,5.40549644592733,929,287,26.5,6.99823365786562,57004,9291,1889,233,1691,244,198,135,1691,244,130,86,1561,259,7.7,4.96329570998259,1486,152,637900,483160,916374.015625,3925.50683034533,White (Non-Hispanic),719ed9,58.85208452312965,34.16212972280096,102.51117329089253,18.427259579203604,89.5182636315511,92.31224127735068,16.495762810181734,,
95485,53033000102,1495019,918878,Census Tract 1.02,Washington,King County,4407,663,452,151,10.3,3.05927172708178,989,291,22.4,5.67475559099387,1441,328,32.7,5.58530824905635,39.8,4.1,3230,637,239,191,0,13,515,162,0,13,0,13,132,89,291,248,73.3,9.34594879290811,5.4,4.25652683666377,0,0.294985250737463,11.7,3.22830715888359,0,0.294985250737463,0,0.294985250737463,3,1.9686006647049,6.6,5.53903667516857,796,296,18.1,6.14237137744616,71476,9783,2278,293,2146,282,132,126,2146,282,807,193,1339,226,37.6,7.5142329507973,1448,278,784700,155872,3301762.71875,8536.99827836931,White (Non-Hispanic),719ed9,26.707510778307235,11.92927732257347,369.427240295667,6.166302187615694,94.20544337137841,62.39515377446412,5.80899231546237,,
95486,53033000201,1806749,0,Census Tract 2.01,Washington,King County,4551,716,785,220,17.2,4.00051684149242,720,239,15.8,4.62427403114113,1505,325,33.1,4.89172983375401,46,7.1,2840,538,413,292,16,24,682,416,0,13,17,29,143,97,440,251,62.4,6.58475083629739,9.1,6.25530354964756,0.4,0.52444789340645,15,8.83156153875143,0,0.2856515051637,0.4,0.63450676301292,3.1,2.07327802507208,9.7,5.30137097433398,1201,452,26.4,9.02243801075574,83570,7279,2477,421,2326,402,151,139,2326,402,1139,379,1187,203,49,13.9238022276182,1557,129,611800,62622,3990421.3203125,8450.89552253016,White (Non-Hispanic),719ed9,37.596132718083936,10.193581719620187,446.4574008604279,5.54812171379899,93.90391602745257,51.03181427343079,5.209903555226665,,
95487,53033000202,1480085,0,Census Tract 2.02,Washington,King County,4499,529,890,259,19.8,5.26600154795486,556,164,12.4,3.3431051199815,1446,307,32.1,5.68168772226377,34.8,2.4,2454,299,387,226,37,59,709,218,0,13,0,13,233,113,679,436,54.5,1.74203677876619,8.6,4.92046184814366,0.8,1.30783246700092,15.8,4.47722613933755,0,0.288953100689042,0,0.288953100689042,5.2,2.4367326138938,15.1,9.52718218829866,1153,404,25.6,8.45907247750696,104167,24299,1550,84,1550,84,0,13,1550,84,1032,128,518,125,66.6,7.42806996751101,1564,261,607700,42470,3269025.0703125,7833.14420270564,White (Non-Hispanic),719ed9,45.45454545454545,12.301190164333303,365.7369685288363,4.2380183940245875,100,33.41935483870967,4.2380183940245875,,
95488,53033000403,669384,62871,Census Tract 4.03,Washington,King County,3184,290,426,159,13.4,4.84275100943499,739,214,23.2,6.38000327868871,1165,267,36.6,7.6950409189238,43.3,3.4,2371,240,25,43,0,13,378,166,0,13,0,13,310,139,100,73,74.5,3.28873683633718,0.8,1.34860771352172,0,0.408291457286432,11.9,5.10020524202316,0,0.408291457286432,0,0.408291457286432,9.7,4.27456429684724,3.1,2.27479826812464,433,192,13.6,5.90156984910785,39470,26639,1736,130,1714,132,22,37,1714,132,647,161,1067,166,37.7,8.9320609582397,1269,370,521300,128740,1617373.40625,6387.15084345472,White (Non-Hispanic),719ed9,25.53391959798995,19.24932602052239,165.4083886680201,10.495235543852658,98.73271889400922,62.252042007001165,10.362231406776186,,
95489,53033000404,617482,13535,Census Tract 4.04,Washington,King County,3859,552,601,221,15.6,5.27581765079331,644,192,16.7,4.36532433506224,1245,293,32.3,6.02919768014492,41.3,4.2,1316,310,1452,535,0,13,530,221,0,13,0,13,115,96,446,257,34.1,6.3825173421481,37.6,12.7763242865745,0,0.336874838040943,13.7,5.37936502609953,0,0.336874838040943,0,0.336874838040943,3,2.45089754688569,11.6,6.45130204317762,1435,471,37.2,10.9851945453244,39818,9952,2351,285,2310,258,41,66,2310,258,327,145,1983,263,14.2,6.07468029138302,1316,72,348500,66074,1393877.1640625,5874.18301068014,Black or African American,dc0ab4,65.89790101062451,25.291132266270605,152.58312515911106,15.407994806427103,98.25606125053169,85.84415584415585,15.139288814481757,,
95490,53033000601,1431268,0,Census Tract 6.01,Washington,King County,4726,861,786,302,16.6,5.62616300956875,622,191,13.2,3.25334262852345,1408,357,29.8,5.25375984072067,36.3,3.5,2888,563,514,467,39,52,768,388,9,15,86,123,206,141,216,177,61.1,4.23925201169441,10.9,9.68081118508841,0.8,1.08997664408893,16.3,7.65751019352012,0.2,0.315491225020046,1.8,2.58142263155927,4.4,2.87587003266612,4.6,3.65150484371483,886,350,18.7,6.57123176860116,88406,14124,1988,242,1799,261,189,100,1799,261,987,165,812,244,54.9,4.55684039315674,1692,157,698300,69131,3159962.8984375,9093.70281472024,White (Non-Hispanic),719ed9,38.8912399492171,13.36258719699039,353.67402512175346,5.620995206859266,90.49295774647888,45.13618677042802,5.0866048174747585,,
95491,53033000602,2355577,55191,Census Tract 6.02,Washington,King County,3845,353,756,255,19.7,6.38160338731882,477,150,12.4,3.73121273460056,1233,296,32.1,7.11312464044349,36.2,3.3,2125,351,322,254,19,27,548,161,0,13,71,124,286,206,474,270,55.3,7.58877595455209,8.4,6.56108796625258,0.5,0.700743671349471,14.3,3.97756583417846,0,0.338101430429129,1.8,3.22050861081476,7.4,5.31390843377812,12.3,6.93030052401456,752,244,19.6,6.08658031354506,98305,13955,1537,96,1497,102,40,66,1497,102,980,138,517,145,65.5,8.06744075446041,1455,159,588500,42535,5322913.6796875,10523.0126392649,White (Non-Hispanic),719ed9,44.733420026007806,6.605669415233595,582.0757531602919,2.6405497766486437,97.3975276512687,34.535738142952574,2.571830198856877,,
95492,53033001201,1008240,0,Census Tract 12.01,Washington,King County,3934,578,580,230,14.7,5.43037728380432,784,276,19.9,6.3755425166635,1364,359,34.7,7.57135969166474,35.1,2.4,2362,584,344,221,12,20,526,310,0,13,0,13,282,184,408,298,60,11.9396252791707,8.7,5.46881046832949,0.3,0.506409155659917,13.4,7.63122450978576,0,0.330452465683782,0,0.330452465683782,7.2,4.55705318828017,10.4,7.42014547094878,752,292,19.1,6.87061189389242,43228,12829,2454,319,2286,305,168,163,2286,305,240,127,2046,313,10.5,5.37606873651846,1389,103,362400,98188,2225259.796875,7199.88580790111,White (Non-Hispanic),719ed9,39.95932892730046,15.790221738595275,249.14152981045947,9.849823118076463,93.15403422982885,89.501312335958,9.175507598990544,,
95493,53033001202,821426,0,Census Tract 12.02,Washington,King County,3232,445,519,156,16.1,4.29056163027122,499,260,15.4,7.75860331772155,1018,303,31.5,8.31162824095652,34.6,4.2,1618,375,574,388,15,23,485,162,0,13,14,28,303,159,223,164,50.1,9.33340515448385,17.8,11.7532729694622,0.5,0.708758855958417,15,4.56672692573335,0,0.402227722772277,0.4,0.864281266123012,9.4,4.74719326462693,6.9,4.98453552386923,579,223,17.9,6.44379924409391,64274,10632,1610,169,1454,159,156,140,1454,159,424,111,1030,183,29.2,6.9362028663281,1493,151,674200,63024,1812809.3359375,6035.60591905926,White (Non-Hispanic),719ed9,49.93811881188119,15.92284631506253,202.97878507705158,7.931863418084985,90.31055900621118,70.83906464924347,7.1633101924817195,,
95494,53033003201,1152079,1354300,Census Tract 32.01,Washington,King County,4429,706,481,211,10.9,4.4383881416152,1050,334,23.7,6.52599143833142,1531,395,34.6,7.01263344212936,38.4,4,3442,420,13,27,0,13,469,402,0,13,0,13,175,124,330,362,77.7,15.6009959193862,0.3,0.607820272506209,0,0.293519981937232,10.6,8.91820241353229,0,0.293519981937232,0,0.293519981937232,4,2.72796302633418,7.5,8.08664794228585,166,119,3.7,2.6195697137721,106750,36372,2601,477,2538,488,63,98,2538,488,1092,485,1446,243,43,17.2259397136936,1641,198,923100,100619,2539274.59375,12203.0175518047,White (Non-Hispanic),719ed9,22.284940167080606,15.557550389174061,284.68492077531573,9.136416473750673,97.57785467128028,56.973995271867615,8.915119188919343,,
95495,53033003202,956016,0,Census Tract 32.02,Washington,King County,4769,830,1020,371,21.4,6.83102486258064,575,288,12.1,5.66270254410963,1595,470,33.4,7.95269169013361,40.2,5.3,3838,948,0,13,0,13,397,239,0,13,0,13,332,238,202,158,80.5,14.1056403064542,0,0.272593835185574,0,0.272593835185574,8.3,4.79753961914705,0,0.272593835185574,0,0.272593835185574,7,4.84125394395897,4.2,3.23000811939001,367,272,7.7,5.54401586517671,147272,25884,2175,320,2105,330,70,96,2105,330,1624,354,481,189,77.1,11.684721175287,1881,468,848700,79775,2107358.5703125,5858.1406324105,White (Non-Hispanic),719ed9,19.52191235059761,20.18738000036112,236.23669836871798,9.206867582467066,96.7816091954023,22.850356294536816,8.91055460280146,,
95496,53033003301,669207,0,Census Tract 33.01,Washington,King County,4721,658,752,246,15.9,4.71413912769039,227,86,4.8,1.69389373825527,979,261,20.7,4.71279688995673,33.3,2.2,3620,625,66,87,0,13,418,162,0,13,0,13,420,192,197,117,76.7,7.81320361131619,1.4,1.83249974154031,0,0.275365388688837,8.9,3.20189644004529,0,0.275365388688837,0,0.275365388688837,8.9,3.87330127225424,4.2,2.40907778098178,732,347,15.5,7.0252613768825,123833,28133,2168,228,2120,239,48,75,2120,239,812,121,1308,243,38.3,3.73242650141264,1746,120,912100,49866,1475188.4921875,5058.21465126649,White (Non-Hispanic),719ed9,23.321330226646896,28.54902768523049,165.3646510155004,13.110419830878989,97.7859778597786,61.698113207547166,12.82015223314735,,
95497,53033003302,627071,0,Census Tract 33.02,Washington,King County,4034,803,756,318,18.7,6.94442714286834,186,88,4.6,1.97898128241222,942,330,23.4,6.73151401212198,33.8,2.1,3122,845,66,70,0,13,206,137,0,13,0,13,268,170,372,300,77.4,14.1931104696497,1.6,1.70441428341531,0,0.322260783341596,5.1,3.2404365629616,0,0.322260783341596,0,0.322260783341596,6.6,4.00130483140854,9.2,7.20668050525917,451,199,11.2,4.40255438870239,128158,47115,1681,220,1610,178,71,116,1610,178,807,163,803,133,50.1,8.47287661503526,1847,216,773100,78602,1382307.6875,4774.76963979376,White (Non-Hispanic),719ed9,22.607833415964304,26.0337646103253,154.95261866199974,10.848477518581266,95.77632361689471,49.87577639751552,10.39027293570246,,
95498,53033003601,674139,0,Census Tract 36.01,Washington,King County,3647,508,431,141,11.8,3.49823175697807,996,366,27.3,9.28671283309869,1427,392,39.1,9.26425189314821,44.7,7.5,2828,498,0,13,0,13,551,378,0,13,0,13,122,92,146,112,77.5,8.35433645362883,0,0.35645736221552,0,0.35645736221552,15.1,10.1487853773109,0,0.35645736221552,0,0.35645736221552,3.3,2.47921283611947,4,3.01996646381062,720,348,19.7,9.13724514913903,96622,21086,2060,311,1927,342,133,142,1927,342,941,332,986,173,48.8,14.8903390767511,1653,300,825900,110077,1485987.703125,5380.87092347334,White (Non-Hispanic),719ed9,22.456813819577732,21.89294102921285,166.58337475689652,12.366180016500815,93.54368932038835,51.16761805915932,11.567781015435472,,
95499,53033003602,522326,0,Census Tract 36.02,Washington,King County,3979,497,235,118,5.9,2.87235237498617,220,127,5.5,3.1161470562804,455,173,11.4,4.1065248530115,30.2,1.2,2466,425,119,141,0,13,641,336,0,13,0,13,332,202,421,198,62,7.35941913187697,3,3.52385936410396,0,0.326715255089218,16.1,8.2010909371616,0,0.326715255089218,0,0.326715255089218,8.3,4.96852507178753,10.6,4.79742283048815,658,388,16.5,9.52991651525215,88958,24447,2787,400,2669,408,118,107,2669,408,498,151,2171,412,18.7,4.88593483627452,1735,96,642000,81472,1151580.3515625,5192.30754697821,White (Non-Hispanic),719ed9,38.02462930384519,30.82833652686119,129.06956548022103,21.5930067605836,95.76605669178328,81.34132633945298,20.678771095801086,,
95500,53033004101,1601973,3290570,Census Tract 41.01,Washington,King County,4127,609,1142,256,27.7,4.6695058654462,933,309,22.6,6.70300279503854,2075,401,50.3,6.27403280855402,41.8,7.6,3455,643,59,66,0,13,468,175,0,13,0,13,111,87,34,32,83.7,9.49384360657794,1.4,1.58524925712257,0,0.314998788466198,11.3,3.89621963825238,0,0.314998788466198,0,0.314998788466198,2.7,2.07036991944037,0.8,0.765791978225889,537,236,13,5.38644477434728,250001,,1426,191,1412,190,14,22,1412,190,1208,191,204,65,85.6,7.10288595676449,1919,664,1838100,100146,3528923.34375,10672.0640193024,White (Non-Hispanic),719ed9,16.28301429609886,10.42550433449533,395.8561492651067,3.6023186772450546,99.01823281907434,14.44759206798867,3.566952294719507,,
95501,53033004102,1689910,2027249,Census Tract 41.02,Washington,King County,3985,609,979,260,24.6,5.3360065399925,681,170,17.1,3.37316553025911,1660,311,41.7,4.51444578928003,39.8,4.1,2954,654,3,8,3,8,584,225,0,13,0,13,228,129,213,124,74.1,11.8745355885157,0.1,0.200422887499596,0.1,0.200422887499596,14.7,5.182990748121,0,0.326223337515684,0,0.326223337515684,5.7,3.11681679392805,5.3,3.00253974043211,436,110,10.9,2.19631865023246,161875,67639,1643,221,1616,221,27,31,1616,221,1112,200,504,108,68.8,8.03822585901368,1801,145,1186100,98348,3724121.171875,10482.5388150494,White (Non-Hispanic),719ed9,25.872020075282308,9.542947756545436,417.5858551951852,3.9345202419081935,98.35666463785758,31.18811881188119,3.8698628794422647,,
95502,53033004201,1244114,0,Census Tract 42.01,Washington,King County,3612,585,843,193,23.3,3.77660017793559,592,160,16.4,3.54622407946249,1435,251,39.7,2.62432985853788,40,5,2988,463,0,13,25,29,409,174,0,13,14,34,143,112,33,38,82.7,18.542334797362,0,0.359911406423034,0.7,0.795015124677201,11.3,4.45452936757995,0,0.359911406423034,0.4,0.939211198865993,4,3.03375408681038,0.9,1.04159077210548,366,112,10.1,2.63087778743053,177644,27052,1544,156,1464,182,80,89,1464,182,1060,167,404,96,72.4,7.00731033331527,1773,218,1056800,137501,2742031.2421875,8274.03422931459,White (Non-Hispanic),719ed9,17.275747508305646,11.74912057714046,307.4272645586467,5.022326182476432,94.81865284974094,27.595628415300546,4.762102027943974,,
95503,53033004202,1220977,0,Census Tract 42.02,Washington,King County,4791,533,1086,247,22.7,4.49665187915809,501,146,10.5,2.81658144121329,1587,287,33.1,4.72279120476595,40.3,4.4,3910,455,68,98,49,68,306,141,0,13,0,13,358,183,100,97,81.6,2.78551585366958,1.4,2.03939838249749,1,1.41475988018602,6.4,2.85595356152682,0,0.271342099770403,0,0.271342099770403,7.5,3.72810363583271,2.1,2.01126942156369,288,134,6,2.71578286053128,165257,53559,1892,285,1793,250,99,126,1793,250,1310,186,483,234,73.1,1.95858635386059,1736,703,916100,47063,2690751.890625,7085.55729839472,White (Non-Hispanic),719ed9,18.38864537674807,15.879487590444402,301.70998734764083,6.270922671909999,94.76744186046511,26.93809258226436,5.942792997217034,,
95504,53033004401,694919,0,Census Tract 44.01,Washington,King County,3843,805,384,131,10,2.69051866086476,332,154,8.6,3.57540609609199,716,202,18.6,3.52101141204175,27.2,4.6,2725,641,79,88,0,13,398,188,9,20,0,13,64,45,568,244,70.9,7.58897036715413,2.1,2.24902568619866,0,0.338277387457715,10.4,4.3846905406359,0.2,0.518109496240603,0,0.338277387457715,1.7,1.11778955035553,14.8,5.54320260543031,699,284,18.2,6.33217149142443,119313,38843,1225,179,1225,179,0,13,1225,179,594,177,631,99,48.5,12.5924358925967,1571,259,1045700,130909,1531585.109375,5861.21824022625,White (Non-Hispanic),719ed9,29.091855321363518,22.379686310610168,171.7182245837843,7.133779789356612,100,51.51020408163265,7.133779789356612,,
95505,53033004402,294988,0,Census Tract 44.02,Washington,King County,3258,610,161,97,4.9,2.82987106727849,161,95,4.9,2.76521304076479,322,136,9.9,3.74177127952946,25.9,2.1,1863,442,62,97,0,13,754,304,0,13,0,13,263,145,316,263,57.2,8.33230623225629,1.9,2.95588974891407,0,0.399017802332719,23.1,8.26374605828894,0,0.399017802332719,0,0.399017802332719,8.1,4.18608630368612,9.7,7.86551974624097,945,463,29,13.1325710610022,61328,26660,1786,209,1651,216,135,124,1651,216,158,68,1493,230,9.6,3.92380270472976,1356,67,927100,139282,650068.4609375,3389.77426333838,White (Non-Hispanic),719ed9,42.81767955801105,44.695574817209355,72.89312226823753,24.501625728525447,92.44120940649496,90.43004239854633,22.649599147701856,,
95506,53033004701,571393,176916,Census Tract 47.01,Washington,King County,3316,461,146,152,4.4,4.54278345399955,436,198,13.1,5.68437523749371,582,250,17.6,7.13343231973592,33.7,2.6,2332,454,30,39,0,13,449,297,0,13,105,116,107,95,293,253,70.3,9.58443286917836,0.9,1.16937124821776,0,0.392038600723764,13.5,8.75652262267575,0,0.392038600723764,3.2,3.47038202911182,3.2,2.82955807166431,8.8,7.53013715589176,695,323,21,9.29463169606076,86065,21112,2353,294,2204,275,149,170,2204,275,530,212,1674,260,24,9.13893284859178,1791,82,466000,41694,1259146.4453125,6385.15037341762,White (Non-Hispanic),719ed9,29.674306393244876,23.485369783455777,141.19428523267067,16.664980428368953,93.66765830854229,75.95281306715064,15.609696924830077,,
95507,53033004702,266414,0,Census Tract 47.02,Washington,King County,3293,497,230,171,7,5.08471176391952,324,197,9.8,5.7951543793504,554,261,16.8,7.5081842474907,31.8,2.1,2061,469,0,13,0,13,844,389,0,13,0,13,303,239,85,75,62.6,10.6590753557441,0,0.394776799271181,0,0.394776799271181,25.6,11.1616331055463,0,0.394776799271181,0,0.394776799271181,9.2,7.12372056384019,2.6,2.24399271505122,842,371,25.6,10.584773943589,101897,45259,2395,407,2214,352,181,231,2214,352,978,260,1236,376,44.2,9.41197563867434,1942,378,547200,73290,587159.71875,3146.7742925275,White (Non-Hispanic),719ed9,37.41269359246887,50.02101315607644,65.83233309819462,36.38029957752902,92.44258872651358,55.82655826558266,33.630890715928714,,
95508,53033004703,1188631,155567,Census Tract 47.03,Washington,King County,3833,698,379,226,9.9,5.61449941994948,290,184,7.6,4.59845251594544,669,291,17.5,6.89462943365027,29.2,2.7,3041,693,0,13,0,13,408,255,0,13,0,13,252,189,132,199,79.3,10.8696211141775,0,0.33915992695017,0,0.33915992695017,10.6,6.36410358829399,0,0.33915992695017,0,0.33915992695017,6.6,4.78330961397196,3.4,5.15374106023965,709,354,18.5,8.59941311235401,122412,35941,2032,223,2032,223,0,13,2032,223,476,205,1556,255,23.4,9.7555423204022,1858,138,813100,117563,2619105.453125,8174.11920648394,White (Non-Hispanic),719ed9,20.662666318810334,13.04997149414655,293.71711667870375,6.918221256484682,100,76.5748031496063,6.918221256484682,,
95509,53033004901,497144,0,Census Tract 49.01,Washington,King County,4126,532,376,138,9.1,3.13145278094931,413,154,10,3.50218294317285,789,207,19.1,4.36927321978514,32.8,2.4,3066,519,59,95,0,13,544,200,0,13,36,41,177,119,244,176,74.3,8.15007577940813,1.4,2.2950780518815,0,0.315075133301018,13.2,4.53942393310609,0,0.315075133301018,0.9,0.987309611636457,4.3,2.83061220331952,5.9,4.19692822619991,412,157,10,3.58069768751942,111374,27228,2052,210,1989,215,63,74,1989,215,749,183,1240,183,37.7,8.25117603133579,1690,140,784000,132142,1095281.1875,4244.57072306537,White (Non-Hispanic),719ed9,25.69074163839069,33.586505316009216,122.84695776411476,16.70371035105451,96.9298245614035,62.342885872297636,16.190877138522136,,
95510,53033004902,597604,17368,Census Tract 49.02,Washington,King County,3241,494,180,115,5.6,3.44582860579756,189,66,5.8,1.83218374208502,369,133,11.4,3.71867832770728,31.1,1.4,2711,461,94,64,0,13,157,98,0,13,0,13,113,92,166,87,83.6,6.30623780761889,2.9,1.92457937946408,0,0.401110768281395,4.8,2.93222383259639,0,0.401110768281395,0,0.401110768281395,3.5,2.78844061925749,5.1,2.56832601453502,184,82,5.7,2.3775004662938,109697,35012,1942,228,1854,233,88,91,1854,233,579,164,1275,190,31.2,7.92737157925156,1725,160,880800,34275,1316210.8203125,4848.74119814553,White (Non-Hispanic),719ed9,16.352977476087627,21.94741277668515,147.67116438630666,13.1508409788098,95.46858908341915,68.77022653721683,12.554922335073826,,
